year,game_code,a_team_code,b_team_code,a_result,b_result,a_points,b_points,a_rush,b_rush,a_offense_rush_yards,b_defense_rush_yards,a_defense_rush_yards,b_offense_rush_yards,a_offense_pass_yards,b_defense_pass_yards,a_defense_pass_yards,b_offense_pass_yards,a_pass,b_pass,a_incomplete_pass,b_incomplete_pass,a_penalty,b_penalty,a_penalty_yards,b_penalty_yards,half_diff_score,half_diff_score_abs,half_leader,hometeam,b_home,visit_date,stadium_code,stadium_name,site,city,state,capacity,surface,surfaceint,year_opened,a_team_name,a_name_conference,team_name,name_conference
2011,428050920111119,428,509,0,1,10,21,23,21,107,107,76,76,54,54,92,92,10,19,6,5,0,1,0,15,-11,11,BTEAM     ,B,1,11/19/2011,46,Ryan Field                                                                 ,TEAM           ,Evanston                                                                   ,IL,49256,Grass                    ,1,1926,Minnesota                                         ,Big Ten Conference                                                         ,Northwestern                                      ,Big Ten Conference                                                         
2013,428050920131019,509,428,0,1,7,7,18,23,85,85,59,59,72,72,82,82,15,8,6,3,2,2,10,20,0,0,TIED      ,A,0,10/19/2013,46,Ryan Field                                                                 ,TEAM           ,Evanston                                                                   ,IL,49256,Grass                    ,1,1926,Northwestern                                      ,Big Ten Conference                                                         ,Minnesota                                         ,Big Ten Conference                                                         
2009,428051820091024,428,518,0,1,0,7,11,25,46,46,109,109,87,87,93,93,17,21,9,10,1,2,5,16,-7,7,BTEAM     ,B,1,10/24/2009,99,Ohio Stadium                                                               ,TEAM           ,Columbus                                                                   ,OH,102329,FieldTurf                ,0,1922,Minnesota                                         ,Big Ten Conference                                                         ,Ohio State                                        ,Big Ten Conference                                                         
2009,428053920091017,539,428,1,0,13,0,21,7,93,93,14,14,153,153,62,62,19,12,8,6,2,3,10,30,13,13,ATEAM     ,A,0,10/17/2009,111,Beaver Stadium                                                             ,TEAM           ,University Park                                                            ,PA,107282,Grass                    ,1,1960,Penn State                                        ,Big Ten Conference                                                         ,Minnesota                                         ,Big Ten Conference                                                         
2008,428055920081025,559,428,0,1,6,10,20,18,72,72,47,47,51,51,127,127,16,17,7,8,5,1,35,5,-4,4,BTEAM     ,A,0,10/25/2008,50,Ross-Ade Stadium                                                           ,TEAM           ,West Lafayette                                                             ,IN,68000,Grass                    ,1,1924,Purdue                                            ,Big Ten Conference                                                         ,Minnesota                                         ,Big Ten Conference                                                         
2010,428055920101016,559,428,1,0,14,0,20,16,95,95,80,80,94,94,40,40,10,17,4,9,3,4,14,40,14,14,ATEAM     ,A,0,10/16/2010,50,Ross-Ade Stadium                                                           ,TEAM           ,West Lafayette                                                             ,IN,68000,Grass                    ,1,1924,Purdue                                            ,Big Ten Conference                                                         ,Minnesota                                         ,Big Ten Conference                                                         
2008,428079620081115,796,428,1,0,7,21,18,19,78,78,132,132,30,30,110,110,18,9,9,2,2,1,18,10,-14,14,BTEAM     ,A,0,11/15/2008,141,Camp Randall Stadium                                                       ,TEAM           ,Madison                                                                    ,WI,79500,FieldTurf                ,0,1917,Wisconsin                                         ,Big Ten Conference                                                         ,Minnesota                                         ,Big Ten Conference                                                         
2010,428079620101009,796,428,1,0,14,9,16,25,65,65,62,62,90,90,74,74,9,13,4,7,3,0,15,0,5,5,ATEAM     ,A,0,10/9/2010,141,Camp Randall Stadium                                                       ,TEAM           ,Madison                                                                    ,WI,79500,FieldTurf                ,0,1917,Wisconsin                                         ,Big Ten Conference                                                         ,Minnesota                                         ,Big Ten Conference                                                         
2012,428079620121020,796,428,1,0,14,6,21,19,101,101,66,66,92,92,86,86,8,14,3,7,2,1,20,5,8,8,ATEAM     ,A,0,10/20/2012,141,Camp Randall Stadium                                                       ,TEAM           ,Madison                                                                    ,WI,79500,FieldTurf                ,0,1917,Wisconsin                                         ,Big Ten Conference                                                         ,Minnesota                                         ,Big Ten Conference                                                         
2008,430000820081115,430,8,0,1,7,12,13,19,7,7,32,32,118,118,53,53,14,8,6,2,2,4,10,20,-5,5,BTEAM     ,B,1,11/15/2008,5,Bryant-Denny Stadium                                                       ,TEAM           ,Tuscaloosa                                                                 ,AL,101821,Grass                    ,1,1929,Mississippi State                                 ,Southeastern Conference                                                    ,Alabama                                           ,Southeastern Conference                                                    
2011,430000820121027,430,9,1,0,0,3,21,19,67,67,68,68,46,46,113,113,10,21,4,11,3,0,29,0,-3,3,BTEAM     ,B,1,10/27/2012,5,Bryant-Denny Stadium                                                       ,TEAM           ,Tuscaloosa                                                                 ,AL,101821,Grass                    ,1,1929,Mississippi State                                 ,Southeastern Conference                                                    ,UAB                                               ,Conference USA                                                             
2009,430003120091121,430,31,0,1,7,21,27,13,95,95,35,35,-2,-2,207,207,7,20,1,8,2,3,10,25,-14,14,BTEAM     ,B,1,11/21/2009,8,War Memorial Stadium                                                       ,TEAM           ,Little Rock                                                                ,AR,53727,FieldTurf                ,0,1948,Mississippi State                                 ,Southeastern Conference                                                    ,Arkansas                                          ,Southeastern Conference                                                    
2011,430003120111119,430,31,0,1,10,24,18,17,106,106,61,61,47,47,261,261,14,28,9,7,1,2,15,13,-14,14,BTEAM     ,B,1,11/19/2011,8,War Memorial Stadium                                                       ,TEAM           ,Little Rock                                                                ,AR,53727,FieldTurf                ,0,1948,Mississippi State                                 ,Southeastern Conference                                                    ,Arkansas                                          ,Southeastern Conference                                                    
2013,430003120131123,430,31,1,0,10,10,13,25,-58,-58,134,134,171,171,47,47,13,9,3,4,2,0,5,0,0,0,TIED      ,B,1,11/23/2013,8,War Memorial Stadium                                                       ,TEAM           ,Little Rock                                                                ,AR,53727,FieldTurf                ,0,1948,Mississippi State                                 ,Southeastern Conference                                                    ,Arkansas                                          ,Southeastern Conference                                                    
2009,430003720090912,430,37,0,1,17,28,24,24,134,134,176,176,133,133,129,129,10,17,4,9,2,2,10,16,-11,11,BTEAM     ,B,1,9/12/2009,1,Jordan-Hare Stadium                                                        ,TEAM           ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939,Mississippi State                                 ,Southeastern Conference                                                    ,Auburn                                            ,Southeastern Conference                                                    
2011,430003720110910,37,430,1,0,31,24,19,28,98,98,141,141,185,185,164,164,14,18,4,7,6,3,45,45,7,7,ATEAM     ,A,0,9/10/2011,1,Jordan-Hare Stadium                                                        ,TEAM           ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939,Auburn                                            ,Southeastern Conference                                                    ,Mississippi State                                 ,Southeastern Conference                                                    
2013,430003720130914,430,37,0,1,13,14,19,17,84,84,62,62,152,152,152,152,17,15,8,5,1,1,5,10,-1,1,BTEAM     ,B,1,9/14/2013,1,Jordan-Hare Stadium                                                        ,TEAM           ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939,Mississippi State                                 ,Southeastern Conference                                                    ,Auburn                                            ,Southeastern Conference                                                    
2010,430023520101016,430,235,1,0,10,0,21,17,85,85,58,58,53,53,91,91,8,21,4,9,2,1,20,5,10,10,ATEAM     ,B,1,10/16/2010,27,Ben Hill Griffin Stadium at Florida Field                                  ,TEAM           ,Gainesville                                                                ,FL,88548,Grass                    ,1,1930,Mississippi State                                 ,Southeastern Conference                                                    ,Florida                                           ,Southeastern Conference                                                    
2009,430033420091031,334,430,0,1,14,10,22,24,46,46,198,198,56,56,-13,-13,7,12,2,4,2,1,15,15,4,4,ATEAM     ,A,0,10/31/2009,53,Commonwealth Stadium                                                       ,TEAM           ,Lexington                                                                  ,KY,67606,Grass                    ,1,1973,Kentucky                                          ,Southeastern Conference                                                    ,Mississippi State                                 ,Southeastern Conference                                                    
2012,430033420121006,334,430,0,1,7,17,13,20,17,17,98,98,70,70,189,189,9,28,3,12,0,0,0,0,-10,10,BTEAM     ,A,0,10/6/2012,53,Commonwealth Stadium                                                       ,TEAM           ,Lexington                                                                  ,KY,67606,Grass                    ,1,1973,Kentucky                                          ,Southeastern Conference                                                    ,Mississippi State                                 ,Southeastern Conference                                                    
2008,430036520080927,365,430,1,0,17,10,22,16,67,67,84,84,180,180,34,34,15,9,4,5,1,0,6,0,7,7,ATEAM     ,A,0,9/27/2008,55,Tiger Stadium                                                              ,TEAM           ,Baton Rouge                                                                ,LA,92400,Grass                    ,1,1924,LSU                                               ,Southeastern Conference                                                    ,Mississippi State                                 ,Southeastern Conference                                                    
2008,430036520100918,430,366,0,1,14,9,20,11,75,75,27,27,126,126,61,61,21,27,6,17,5,3,27,16,5,5,ATEAM     ,B,1,9/18/2010,55,Tiger Stadium                                                              ,TEAM           ,Baton Rouge                                                                ,LA,92400,Grass                    ,1,1924,Mississippi State                                 ,Southeastern Conference                                                    ,Louisiana Tech                                    ,Conference USA                                                             
2010,430036520121110,430,365,0,1,0,12,17,22,64,64,69,69,29,29,43,43,8,10,1,5,2,4,10,30,-12,12,BTEAM     ,B,1,11/10/2012,55,Tiger Stadium                                                              ,TEAM           ,Baton Rouge                                                                ,LA,92400,Grass                    ,1,1924,Mississippi State                                 ,Southeastern Conference                                                    ,LSU                                               ,Southeastern Conference                                                    
2012,430036620080830,430,365,0,1,10,20,9,19,79,79,62,62,120,120,168,168,14,18,3,6,0,2,0,10,-10,10,BTEAM     ,B,1,8/30/2008,59,Joe Aillet Stadium                                                         ,TEAM           ,Ruston                                                                     ,LA,30000,FieldTurf                ,0,1968,Mississippi State                                 ,Southeastern Conference                                                    ,LSU                                               ,Southeastern Conference                                                    
2009,430041820110101,430,419,1,0,17,6,21,17,125,125,6,6,67,67,151,151,9,24,3,9,1,0,15,0,11,11,ATEAM     ,B,1,1/1/2011,28,Jacksonville Municipal Stadium                                             ,NEUTRAL        ,Jacksonville                                                               ,FL,73800,Grass                    ,1,1946,Mississippi State                                 ,Southeastern Conference                                                    ,Middle Tennessee                                  ,Conference USA                                                             
2010,430043320101127,430,433,1,0,21,9,17,20,89,89,19,19,219,219,112,112,15,20,4,8,2,1,20,15,12,12,ATEAM     ,B,1,11/27/2010,76,Vaught-Hemingway Stadium                                                   ,TEAM           ,Oxford                                                                     ,MS,60580,AstroPlay                ,0,1915,Mississippi State                                 ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2012,430043320121124,430,433,0,1,17,17,14,22,42,42,114,114,74,74,162,162,21,18,10,4,2,1,15,15,0,0,TIED      ,B,1,11/24/2012,76,Vaught-Hemingway Stadium                                                   ,TEAM           ,Oxford                                                                     ,MS,60580,AstroPlay                ,0,1915,Mississippi State                                 ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2012,430050920130101,509,430,1,0,13,10,22,14,94,94,136,136,110,110,-24,-24,16,14,5,5,2,1,10,5,3,3,ATEAM     ,A,0,1/1/2013,28,Jacksonville Municipal Stadium                                             ,NEUTRAL        ,Jacksonville                                                               ,FL,73800,Grass                    ,1,1946,Northwestern                                      ,Big Ten Conference                                                         ,Mississippi State                                 ,Southeastern Conference                                                    
2013,430052120130831,521,430,1,0,7,3,13,23,88,88,54,54,46,46,89,89,18,15,9,5,5,0,29,0,4,4,ATEAM     ,A,0,8/31/2013,128,Reliant Stadium                                                            ,NEUTRAL        ,Houston                                                                    ,TX,69500,Grass                    ,1,2002,Oklahoma State                                    ,Big 12 Conference                                                          ,Mississippi State                                 ,Southeastern Conference                                                    
2013,430064820131102,430,648,0,1,10,17,20,11,100,100,36,36,124,124,105,105,22,15,7,9,2,2,10,10,-7,7,BTEAM     ,B,1,11/2/2013,113,Williams-Brice Stadium                                                     ,TEAM           ,Columbia                                                                   ,SC,80250,Grass                    ,1,1934,Mississippi State                                 ,Southeastern Conference                                                    ,South Carolina                                    ,Southeastern Conference                                                    
2008,430069420081018,694,430,1,0,6,3,15,17,71,71,38,38,48,48,81,81,10,16,5,8,1,1,14,8,3,3,ATEAM     ,A,0,10/18/2008,114,Neyland Stadium                                                            ,TEAM           ,Knoxville                                                                  ,TN,102037,Grass                    ,1,1921,Tennessee                                         ,Southeastern Conference                                                    ,Mississippi State                                 ,Southeastern Conference                                                    
2013,430069720131109,697,430,1,0,23,14,15,21,62,62,107,107,132,132,56,56,22,16,3,8,1,1,5,10,9,9,ATEAM     ,A,0,11/9/2013,120,Kyle Field                                                                 ,TEAM           ,College Station                                                            ,TX,82600,Grass                    ,1,1929,Texas A&M                                         ,Southeastern Conference                                                    ,Mississippi State                                 ,Southeastern Conference                                                    
2009,430073620090919,736,430,0,1,3,6,13,28,4,4,208,208,29,29,55,55,9,11,6,5,0,2,0,10,-3,3,BTEAM     ,A,0,9/19/2009,117,Vanderbilt Stadium                                                         ,TEAM           ,Nashville                                                                  ,TN,39773,Grass                    ,1,1922,Vanderbilt                                        ,Southeastern Conference                                                    ,Mississippi State                                 ,Southeastern Conference                                                    
2011,430074920111230,749,430,0,1,7,16,18,22,44,44,200,200,83,83,25,25,20,12,7,4,3,1,15,5,-9,9,BTEAM     ,A,0,12/30/2011,118,LP Field                                                                   ,NEUTRAL        ,Nashville                                                                  ,TN,67000,Grass                    ,1,1999,Wake Forest                                       ,Atlantic Coast Conference                                                  ,Mississippi State                                 ,Southeastern Conference                                                    
2010,433000820101016,8,433,1,0,13,3,16,15,64,64,27,27,85,85,14,14,19,12,7,9,3,4,20,30,10,10,ATEAM     ,A,0,10/16/2010,5,Bryant-Denny Stadium                                                       ,TEAM           ,Tuscaloosa                                                                 ,AL,101821,Grass                    ,1,1929,Alabama                                           ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2013,433000820130928,8,433,1,0,6,0,15,11,36,36,-37,-37,150,150,75,75,23,15,4,4,1,2,4,10,6,6,ATEAM     ,A,0,9/28/2013,5,Bryant-Denny Stadium                                                       ,TEAM           ,Tuscaloosa                                                                 ,AL,101821,Grass                    ,1,1929,Alabama                                           ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2008,433003120081025,31,433,0,1,7,10,15,19,47,47,67,67,165,165,96,96,16,14,6,5,2,4,10,29,-3,3,BTEAM     ,A,0,10/25/2008,6,Donald W. Reynolds Razorback Stadium                                       ,TEAM           ,Fayetteville                                                               ,AR,72000,Sportexe PowerBlade      ,0,1938,Arkansas                                          ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2009,433003720091031,37,433,1,0,10,7,15,25,31,31,114,114,122,122,86,86,12,22,5,11,3,1,20,5,3,3,ATEAM     ,A,0,10/31/2009,1,Jordan-Hare Stadium                                                        ,TEAM           ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939,Auburn                                            ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2011,433003720111029,37,433,1,0,17,17,22,27,113,113,166,166,114,114,74,74,10,10,2,4,1,2,10,10,0,0,TIED      ,A,0,10/29/2011,1,Jordan-Hare Stadium                                                        ,TEAM           ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939,Auburn                                            ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2013,433003720131005,37,433,1,0,20,6,17,27,132,132,80,80,49,49,172,172,9,24,4,8,2,1,15,13,14,14,ATEAM     ,A,0,10/5/2013,1,Jordan-Hare Stadium                                                        ,TEAM           ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939,Auburn                                            ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2011,433009620111001,96,433,0,1,14,20,20,19,158,158,83,83,121,121,111,111,19,10,6,6,1,3,5,25,-6,6,BTEAM     ,A,0,10/1/2011,13,Bulldog Stadium                                                            ,TEAM           ,Fresno                                                                     ,CA,41000,Grass                    ,1,1980,Fresno State                                      ,Mountain West Conference                                                   ,Mississippi                                       ,Southeastern Conference                                                    
2008,433023520080927,235,433,0,1,17,7,18,18,51,51,54,54,114,114,62,62,16,12,5,6,8,1,49,5,10,10,ATEAM     ,A,0,9/27/2008,27,Ben Hill Griffin Stadium at Florida Field                                  ,TEAM           ,Gainesville                                                                ,FL,88548,Grass                    ,1,1930,Florida                                           ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2012,433025520131230,257,433,1,0,14,10,25,14,10,10,8,8,179,179,161,161,13,20,4,6,0,1,0,5,4,4,ATEAM     ,B,1,12/30/2013,118,LP Field                                                                   ,NEUTRAL        ,Nashville                                                                  ,TN,67000,Grass                    ,1,1999,Georgia                                           ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2013,433025720121103,255,433,0,1,7,13,31,20,98,98,109,109,24,24,98,98,6,18,4,7,0,1,0,15,-6,6,BTEAM     ,B,1,11/3/2012,36,Sanford Stadium                                                            ,TEAM           ,Athens                                                                     ,GA,92746,Grass                    ,1,1929,Georgia Tech                                      ,Atlantic Coast Conference                                                  ,Mississippi                                       ,Southeastern Conference                                                    
2011,433033420111105,334,433,1,0,10,6,14,20,59,59,136,136,128,128,66,66,22,12,12,5,3,2,28,11,4,4,ATEAM     ,A,0,11/5/2011,53,Commonwealth Stadium                                                       ,TEAM           ,Lexington                                                                  ,KY,67606,Grass                    ,1,1973,Kentucky                                          ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2008,433036520081122,365,433,0,1,10,21,13,18,9,9,2,2,155,155,239,239,19,18,9,4,4,2,36,15,-11,11,BTEAM     ,A,0,11/22/2008,55,Tiger Stadium                                                              ,TEAM           ,Baton Rouge                                                                ,LA,92400,Grass                    ,1,1924,LSU                                               ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2010,433036520101120,365,433,1,0,20,17,20,21,94,94,136,136,121,121,93,93,10,11,5,3,1,3,5,35,3,3,ATEAM     ,A,0,11/20/2010,55,Tiger Stadium                                                              ,TEAM           ,Baton Rouge                                                                ,LA,92400,Grass                    ,1,1924,LSU                                               ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2012,433036520121117,433,365,0,1,21,17,22,21,120,120,70,70,195,195,107,107,19,15,10,9,3,2,19,8,4,4,ATEAM     ,B,1,11/17/2012,55,Tiger Stadium                                                              ,TEAM           ,Baton Rouge                                                                ,LA,92400,Grass                    ,1,1924,Mississippi                                       ,Southeastern Conference                                                    ,LSU                                               ,Southeastern Conference                                                    
2009,433040420090906,433,404,1,0,17,7,14,24,67,67,71,71,133,133,79,79,12,15,5,8,3,2,11,20,10,10,ATEAM     ,B,1,9/6/2009,115,Liberty Bowl                                                               ,TEAM           ,Memphis                                                                    ,TN,62380,FieldTurf                ,0,1965,Mississippi                                       ,Southeastern Conference                                                    ,Memphis                                           ,Big East Conference/American Athletic                                      
2009,433043020091128,430,433,1,0,10,13,18,15,96,96,68,68,58,58,138,138,9,16,3,5,1,1,5,5,-3,3,BTEAM     ,A,0,11/28/2009,77,Davis Wade Stadium at Scott Field                                          ,TEAM           ,Starkville                                                                 ,MS,55082,Grass                    ,1,1914,Mississippi State                                 ,Southeastern Conference                                                    ,Mississippi                                       ,Southeastern Conference                                                    
2013,433043020131128,433,430,0,1,7,7,17,26,54,54,57,57,150,150,46,46,16,9,4,4,1,3,5,15,0,0,TIED      ,B,1,11/28/2013,77,Davis Wade Stadium at Scott Field                                          ,TEAM           ,Starkville                                                                 ,MS,55082,Grass                    ,1,1914,Mississippi                                       ,Southeastern Conference                                                    ,Mississippi State                                 ,Southeastern Conference                                                    
2009,433064820090924,433,648,0,1,3,3,14,19,29,29,9,9,-24,-24,126,126,9,22,5,10,4,4,25,40,0,0,TIED      ,B,1,9/24/2009,113,Williams-Brice Stadium                                                     ,TEAM           ,Columbia                                                                   ,SC,80250,Grass                    ,1,1934,Mississippi                                       ,Southeastern Conference                                                    ,South Carolina                                    ,Southeastern Conference                                                    
2008,433070020090102,700,433,0,1,21,24,6,23,55,55,93,93,160,160,267,267,28,23,12,9,3,2,15,10,-3,3,BTEAM     ,A,0,1/2/2009,121,Cotton Bowl                                                                ,NEUTRAL        ,Dallas                                                                     ,TX,68252,Grass                    ,1,1932,Texas Tech                                        ,Big 12 Conference                                                          ,Mississippi                                       ,Southeastern Conference                                                    
2013,433070320130914,703,433,0,1,23,14,28,18,113,113,164,164,101,101,68,68,13,16,2,6,5,5,44,25,9,9,ATEAM     ,A,0,9/14/2013,119,Royal Memorial Stadium                                                     ,TEAM           ,Austin                                                                     ,TX,94113,FieldTurf                ,0,1924,Texas                                             ,Big 12 Conference                                                          ,Mississippi                                       ,Southeastern Conference                                                    
2013,433073620130829,433,736,1,0,10,21,17,17,18,18,60,60,113,113,204,204,20,15,7,4,0,0,0,0,-11,11,BTEAM     ,B,1,8/29/2013,117,Vanderbilt Stadium                                                         ,TEAM           ,Nashville                                                                  ,TN,39773,Grass                    ,1,1922,Mississippi                                       ,Southeastern Conference                                                    ,Vanderbilt                                        ,Southeastern Conference                                                    
2008,433074920080906,433,749,0,1,14,10,10,17,34,34,28,28,174,174,106,106,17,18,4,4,1,2,5,20,4,4,ATEAM     ,B,1,9/6/2008,83,Groves Stadium                                                             ,TEAM           ,Winston Salem                                                              ,NC,31500,FieldTurf                ,0,1968,Mississippi                                       ,Southeastern Conference                                                    ,Wake Forest                                       ,Atlantic Coast Conference                                                  
2011,434002820110909,434,28,0,1,10,16,17,17,82,82,56,56,118,118,223,223,15,14,3,3,5,4,45,45,-6,6,BTEAM     ,B,1,9/9/2011,10,Sun Devil Stadium                                                          ,TEAM           ,Tempe                                                                      ,AZ,71706,Grass                    ,1,1958,Missouri                                          ,Southeastern Conference                                                    ,Arizona State                                     ,Pac-12/Pac-10 Conference                                                   
2013,434003720131207,37,434,1,0,28,27,37,21,357,357,128,128,91,91,104,104,6,17,0,5,3,3,25,20,1,1,ATEAM     ,A,0,12/7/2013,38,Georgia Dome                                                               ,NEUTRAL        ,Atlanta                                                                    ,GA,71250,FieldTurf                ,0,1992,Auburn                                            ,Southeastern Conference                                                    ,Missouri                                          ,Southeastern Conference                                                    
2008,434005120081101,51,434,0,1,7,21,21,18,-17,-17,89,89,125,125,126,126,17,24,4,5,1,4,15,40,-14,14,BTEAM     ,A,0,11/1/2008,132,Floyd Casey Stadium                                                        ,TEAM           ,Waco                                                                       ,TX,50000,Prestige System          ,0,1950,Baylor                                            ,Big 12 Conference                                                          ,Missouri                                          ,Southeastern Conference                                                    
2011,434005120111105,51,434,1,0,13,14,25,23,52,52,178,178,164,164,25,25,25,12,9,3,3,2,35,20,-1,1,BTEAM     ,A,0,11/5/2011,132,Floyd Casey Stadium                                                        ,TEAM           ,Waco                                                                       ,TX,50000,Prestige System          ,0,1950,Baylor                                            ,Big 12 Conference                                                          ,Missouri                                          ,Southeastern Conference                                                    
2012,434012820120929,434,128,1,0,7,10,7,27,-5,-5,119,119,156,156,153,153,13,23,4,6,2,3,5,24,-3,3,BTEAM     ,B,1,9/29/2012,146,Bright House Networks Stadium                                              ,TEAM           ,Orlando                                                                    ,FL,45301,Grass                    ,1,2007,Missouri                                          ,Southeastern Conference                                                    ,UCF                                               ,Big East Conference/American Athletic                                      
2012,434023520121103,434,235,0,1,7,0,18,15,46,46,100,100,143,143,57,57,20,16,9,9,1,1,5,5,7,7,ATEAM     ,B,1,11/3/2012,27,Ben Hill Griffin Stadium at Florida Field                                  ,TEAM           ,Gainesville                                                                ,FL,88548,Grass                    ,1,1930,Missouri                                          ,Southeastern Conference                                                    ,Florida                                           ,Southeastern Conference                                                    
2009,434030120090905,434,301,1,0,16,3,18,20,46,46,20,20,159,159,130,130,20,14,7,6,2,2,20,20,13,13,ATEAM     ,B,1,9/5/2009,149,Edward Jones Dome                                                          ,NEUTRAL        ,St. Louis                                                                  ,MO,66000,AstroTurf                ,0,1995,Missouri                                          ,Southeastern Conference                                                    ,Illinois                                          ,Big Ten Conference                                                         
2010,434031120081115,434,311,1,0,7,0,18,22,61,61,88,88,89,89,56,56,13,14,6,8,2,1,15,5,7,7,ATEAM     ,B,1,11/15/2008,40,Trice Stadium                                                              ,TEAM           ,Ames                                                                       ,IA,50000,Grass                    ,1,1975,Missouri                                          ,Southeastern Conference                                                    ,Iowa State                                        ,Big 12 Conference                                                          
2010,434031120101120,434,312,0,1,10,17,15,17,-9,-9,114,114,218,218,124,124,31,10,7,4,0,0,0,0,-7,7,BTEAM     ,B,1,11/20/2010,40,Trice Stadium                                                              ,TEAM           ,Ames                                                                       ,IA,50000,Grass                    ,1,1975,Missouri                                          ,Southeastern Conference                                                    ,Iowa                                              ,Big Ten Conference                                                         
2013,434031220101228,306,434,0,1,14,28,10,19,37,37,98,98,264,264,132,132,32,31,12,6,2,3,10,25,-14,14,BTEAM     ,B,1,12/28/2010,10,Sun Devil Stadium                                                          ,NEUTRAL        ,Tempe                                                                      ,AZ,71706,Grass                    ,1,1958,Indiana                                           ,Big Ten Conference                                                         ,Missouri                                          ,Southeastern Conference                                                    
2009,434032720091114,327,434,0,1,6,17,19,11,57,57,70,70,-7,-7,183,183,10,21,4,4,3,1,44,9,-11,11,BTEAM     ,A,0,11/14/2009,52,Bill Snyder Family                                                         ,TEAM           ,Manhattan                                                                  ,KS,50300,FieldTurf                ,0,1968,Kansas State                                      ,Big 12 Conference                                                          ,Missouri                                          ,Southeastern Conference                                                    
2009,434032720111008,434,328,0,1,13,21,17,5,68,68,30,30,100,100,319,319,25,32,14,8,4,3,36,35,-8,8,BTEAM     ,B,1,10/8/2011,52,Bill Snyder Family                                                         ,TEAM           ,Manhattan                                                                  ,KS,50300,FieldTurf                ,0,1968,Missouri                                          ,Southeastern Conference                                                    ,Kansas                                            ,Big 12 Conference                                                          
2011,434032820091128,327,434,1,0,10,3,20,20,42,42,68,68,49,49,143,143,9,14,2,6,2,2,8,5,7,7,ATEAM     ,B,1,11/28/2009,51,Memorial Stadium                                                           ,TEAM           ,Lawrence                                                                   ,KS,50250,AstroPlay                ,0,1921,Kansas State                                      ,Big 12 Conference                                                          ,Missouri                                          ,Southeastern Conference                                                    
2011,434032820111126,328,434,0,1,10,3,14,26,37,37,76,76,8,8,161,161,10,14,5,4,2,3,25,29,7,7,ATEAM     ,A,0,11/26/2011,74,Arrowhead Stadium                                                          ,NEUTRAL        ,Kansas City                                                                ,MO,79451,Grass                    ,1,1972,Kansas                                            ,Big 12 Conference                                                          ,Missouri                                          ,Southeastern Conference                                                    
2013,434043320131123,433,434,0,1,3,17,17,16,39,39,51,51,191,191,172,172,28,14,7,4,5,4,33,30,-14,14,BTEAM     ,A,0,11/23/2013,76,Vaught-Hemingway Stadium                                                   ,TEAM           ,Oxford                                                                     ,MS,60580,AstroPlay                ,0,1915,Mississippi                                       ,Southeastern Conference                                                    ,Missouri                                          ,Southeastern Conference                                                    
2009,434046620090925,466,434,0,1,7,12,22,15,72,72,76,76,69,69,185,185,13,26,4,11,2,4,17,24,-5,5,BTEAM     ,A,0,9/25/2009,90,Mackay Stadium                                                             ,TEAM           ,Reno                                                                       ,NV,31000,FieldTurf                ,0,1966,Nevada                                            ,Mountain West Conference                                                   ,Missouri                                          ,Southeastern Conference                                                    
2008,434050920081229,509,434,0,1,10,10,22,10,51,51,41,41,143,143,79,79,22,20,9,4,4,0,17,0,0,0,TIED      ,A,0,12/29/2008,130,Alamodome                                                                  ,NEUTRAL        ,San Antonio                                                                ,TX,65000,AstroTurf                ,0,1993,Northwestern                                      ,Big Ten Conference                                                         ,Missouri                                          ,Southeastern Conference                                                    
2009,434052220081206,521,434,1,0,24,17,14,16,46,46,51,51,177,177,309,309,22,24,6,10,1,3,5,35,7,7,ATEAM     ,B,1,12/6/2008,74,Arrowhead Stadium                                                          ,NEUTRAL        ,Kansas City                                                                ,MO,79451,Grass                    ,1,1972,Oklahoma State                                    ,Big 12 Conference                                                          ,Missouri                                          ,Southeastern Conference                                                    
